Block,Sample_In_Block,Global_Sample,Voltage_V,Timestamp
1,1,1,-0.000887788366,2025-11-18T09:04:12.768681
1,2,2,-0.000887460424,2025-11-18T09:04:12.768681
1,3,3,-0.000887512229,2025-11-18T09:04:12.768681
1,4,4,-0.000887247617,2025-11-18T09:04:12.768681
1,5,5,-0.000887666305,2025-11-18T09:04:12.768681
1,6,6,-0.000887935922,2025-11-18T09:04:12.768681
1,7,7,-0.000888046226,2025-11-18T09:04:12.768681
1,8,8,-0.00088819157,2025-11-18T09:04:12.768681
1,9,9,-0.000888022943,2025-11-18T09:04:12.768681
1,10,10,-0.000888009846,2025-11-18T09:04:12.768681
1,11,11,-0.000887905887,2025-11-18T09:04:12.768681
1,12,12,-0.000887993606,2025-11-18T09:04:12.768681
1,13,13,-0.000887965259,2025-11-18T09:04:12.768681
1,14,14,-0.000888118287,2025-11-18T09:04:12.768681
1,15,15,-0.00088801136,2025-11-18T09:04:12.768681
1,16,16,-0.000888018868,2025-11-18T09:04:12.768681
1,17,17,-0.000888052105,2025-11-18T09:04:12.768681
1,18,18,-0.000887877482,2025-11-18T09:04:12.768681
1,19,19,-0.000887907692,2025-11-18T09:04:12.768681
1,20,20,-0.000887986563,2025-11-18T09:04:12.768681
1,21,21,-0.000887914095,2025-11-18T09:04:12.768681
1,22,22,-0.000887939124,2025-11-18T09:04:12.768681
1,23,23,-0.000887955015,2025-11-18T09:04:12.768681
1,24,24,-0.000887858099,2025-11-18T09:04:12.768681
1,25,25,-0.00088793924,2025-11-18T09:04:12.768681
1,26,26,-0.000887803384,2025-11-18T09:04:12.768681
1,27,27,-0.000887859729,2025-11-18T09:04:12.768681
1,28,28,-0.000887724512,2025-11-18T09:04:12.768681
1,29,29,-0.000887860078,2025-11-18T09:04:12.768681
1,30,30,-0.000887858972,2025-11-18T09:04:12.768681
1,31,31,-0.000887927482,2025-11-18T09:04:12.768681
1,32,32,-0.00088785612,2025-11-18T09:04:12.768681
1,33,33,-0.000887902686,2025-11-18T09:04:12.768681
1,34,34,-0.000887945236,2025-11-18T09:04:12.768681
1,35,35,-0.000887781789,2025-11-18T09:04:12.768681
1,36,36,-0.000887516653,2025-11-18T09:04:12.768681
1,37,37,-0.000887346628,2025-11-18T09:04:12.768681
1,38,38,-0.000887491216,2025-11-18T09:04:12.768681
1,39,39,-0.000887512811,2025-11-18T09:04:12.768681
1,40,40,-0.000887681264,2025-11-18T09:04:12.768681
1,41,41,-0.000887668691,2025-11-18T09:04:12.768681
1,42,42,-0.000887874746,2025-11-18T09:04:12.768681
1,43,43,-0.00088792009,2025-11-18T09:04:12.768681
1,44,44,-0.000887802743,2025-11-18T09:04:12.768681
1,45,45,-0.000887915317,2025-11-18T09:04:12.768681
1,46,46,-0.000887823582,2025-11-18T09:04:12.768681
1,47,47,-0.000887799134,2025-11-18T09:04:12.768681
1,48,48,-0.000887897622,2025-11-18T09:04:12.768681
1,49,49,-0.000887855887,2025-11-18T09:04:12.768681
1,50,50,-0.000887844711,2025-11-18T09:04:12.768681
1,51,51,-0.000887613568,2025-11-18T09:04:12.768681
1,52,52,-0.000887553964,2025-11-18T09:04:12.768681
1,53,53,-0.000887752103,2025-11-18T09:04:12.768681
1,54,54,-0.000887788366,2025-11-18T09:04:12.768681
1,55,55,-0.000887712405,2025-11-18T09:04:12.768681
1,56,56,-0.000887802161,2025-11-18T09:04:12.768681
1,57,57,-0.000887823873,2025-11-18T09:04:12.768681
1,58,58,-0.000887806469,2025-11-18T09:04:12.768681
1,59,59,-0.000887785805,2025-11-18T09:04:12.768681
1,60,60,-0.000887721136,2025-11-18T09:04:12.768681
1,61,61,-0.000887731381,2025-11-18T09:04:12.768681
1,62,62,-0.00088796654,2025-11-18T09:04:12.768681
1,63,63,-0.000887744245,2025-11-18T09:04:12.768681
1,64,64,-0.000887812988,2025-11-18T09:04:12.768681
1,65,65,-0.000887876725,2025-11-18T09:04:12.768681
1,66,66,-0.000887848087,2025-11-18T09:04:12.768681
1,67,67,-0.000887769041,2025-11-18T09:04:12.768681
1,68,68,-0.00088776939,2025-11-18T09:04:12.768681
1,69,69,-0.00088776939,2025-11-18T09:04:12.768681
1,70,70,-0.000887905713,2025-11-18T09:04:12.768681
1,71,71,-0.000887889938,2025-11-18T09:04:12.768681
1,72,72,-0.000887843372,2025-11-18T09:04:12.768681
1,73,73,-0.000887887668,2025-11-18T09:04:12.768681
1,74,74,-0.000887937902,2025-11-18T09:04:12.768681
1,75,75,-0.00088801037,2025-11-18T09:04:12.768681
1,76,76,-0.000887945818,2025-11-18T09:04:12.768681
1,77,77,-0.000887914618,2025-11-18T09:04:12.768681
1,78,78,-0.000887668866,2025-11-18T09:04:12.768681
1,79,79,-0.000887722999,2025-11-18T09:04:12.768681
1,80,80,-0.000887824222,2025-11-18T09:04:12.768681
1,81,81,-0.000887801346,2025-11-18T09:04:12.768681
1,82,82,-0.000887836911,2025-11-18T09:04:12.768681
1,83,83,-0.000887776375,2025-11-18T09:04:12.768681
1,84,84,-0.000887651694,2025-11-18T09:04:12.768681
1,85,85,-0.000887826317,2025-11-18T09:04:12.768681
1,86,86,-0.00088768237,2025-11-18T09:04:12.768681
1,87,87,-0.000887437257,2025-11-18T09:04:12.768681
1,88,88,-0.000887476606,2025-11-18T09:04:12.768681
1,89,89,-0.000887426082,2025-11-18T09:04:12.768681
1,90,90,-0.00088734203,2025-11-18T09:04:12.768681
1,91,91,-0.000887485803,2025-11-18T09:04:12.768681
1,92,92,-0.000887492089,2025-11-18T09:04:12.768681
1,93,93,-0.000887550762,2025-11-18T09:04:12.768681
1,94,94,-0.000887559086,2025-11-18T09:04:12.768681
1,95,95,-0.000887300295,2025-11-18T09:04:12.768681
1,96,96,-0.000887343543,2025-11-18T09:04:12.768681
1,97,97,-0.000887230911,2025-11-18T09:04:12.768681
1,98,98,-0.000887284229,2025-11-18T09:04:12.768681
1,99,99,-0.000887172762,2025-11-18T09:04:12.768681
1,100,100,-0.000887306639,2025-11-18T09:04:12.768681
1,101,101,-0.000887128466,2025-11-18T09:04:12.768681
1,102,102,-0.000887142668,2025-11-18T09:04:12.768681
1,103,103,-0.000887185626,2025-11-18T09:04:12.768681
1,104,104,-0.00088717608,2025-11-18T09:04:12.768681
1,105,105,-0.000887128175,2025-11-18T09:04:12.768681
1,106,106,-0.000887227884,2025-11-18T09:04:12.768681
1,107,107,-0.000887316127,2025-11-18T09:04:12.768681
1,108,108,-0.00088722282,2025-11-18T09:04:12.768681
1,109,109,-0.000887233356,2025-11-18T09:04:12.768681
1,110,110,-0.00088737742,2025-11-18T09:04:12.768681
1,111,111,-0.000886978465,2025-11-18T09:04:12.768681
1,112,112,-0.00088710105,2025-11-18T09:04:12.768681
1,113,113,-0.000886778521,2025-11-18T09:04:12.768681
1,114,114,-0.000886744994,2025-11-18T09:04:12.768681
1,115,115,-0.000887501169,2025-11-18T09:04:12.768681
1,116,116,-0.000887292204,2025-11-18T09:04:12.768681
1,117,117,-0.000887297268,2025-11-18T09:04:12.768681
1,118,118,-0.000887100701,2025-11-18T09:04:12.768681
1,119,119,-0.000887112109,2025-11-18T09:04:12.768681
1,120,120,-0.000887184694,2025-11-18T09:04:12.768681
1,121,121,-0.00088731409,2025-11-18T09:04:12.768681
1,122,122,-0.000887328991,2025-11-18T09:04:12.768681
1,123,123,-0.000887232017,2025-11-18T09:04:12.768681
1,124,124,-0.000887239351,2025-11-18T09:04:12.768681
1,125,125,-0.000887509086,2025-11-18T09:04:12.768681
1,126,126,-0.000887242436,2025-11-18T09:04:12.768681
1,127,127,-0.000887311063,2025-11-18T09:04:12.768681
1,128,128,-0.000887329399,2025-11-18T09:04:12.768681
1,129,129,-0.000887255766,2025-11-18T09:04:12.768681
1,130,130,-0.000887283124,2025-11-18T09:04:12.768681
1,131,131,-0.000887284346,2025-11-18T09:04:12.768681
1,132,132,-0.000887277361,2025-11-18T09:04:12.768681
1,133,133,-0.000887221074,2025-11-18T09:04:12.768681
