Block,Sample_In_Block,Global_Sample,Voltage_V,Timestamp
1,1,1,-0.0008880581,2025-11-18T08:59:01.543209
1,2,2,-0.000888057809,2025-11-18T08:59:01.543209
1,3,3,-0.000888093025,2025-11-18T08:59:01.543209
1,4,4,-0.000888037378,2025-11-18T08:59:01.543209
1,5,5,-0.000888376554,2025-11-18T08:59:01.543209
1,6,6,-0.000888185051,2025-11-18T08:59:01.543209
1,7,7,-0.000888008798,2025-11-18T08:59:01.543209
1,8,8,-0.000888014328,2025-11-18T08:59:01.543209
1,9,9,-0.000887955422,2025-11-18T08:59:01.543209
1,10,10,-0.000888143375,2025-11-18T08:59:01.543209
1,11,11,-0.000887997855,2025-11-18T08:59:01.543209
1,12,12,-0.000888144655,2025-11-18T08:59:01.543209
1,13,13,-0.000888122303,2025-11-18T08:59:01.543209
1,14,14,-0.000888036389,2025-11-18T08:59:01.543209
1,15,15,-0.000888251932,2025-11-18T08:59:01.543209
1,16,16,-0.000888021138,2025-11-18T08:59:01.543209
1,17,17,-0.000888184062,2025-11-18T08:59:01.543209
1,18,18,-0.00088817242,2025-11-18T08:59:01.543209
1,19,19,-0.000888044713,2025-11-18T08:59:01.543209
1,20,20,-0.000888018403,2025-11-18T08:59:01.543209
1,21,21,-0.000887923233,2025-11-18T08:59:01.543209
1,22,22,-0.000887922127,2025-11-18T08:59:01.543209
1,23,23,-0.000887897796,2025-11-18T08:59:01.543209
1,24,24,-0.000887908798,2025-11-18T08:59:01.543209
1,25,25,-0.00088790059,2025-11-18T08:59:01.543209
1,26,26,-0.000887972593,2025-11-18T08:59:01.543209
1,27,27,-0.000887885573,2025-11-18T08:59:01.543209
1,28,28,-0.00088789669,2025-11-18T08:59:01.543209
1,29,29,-0.000887957692,2025-11-18T08:59:01.543209
1,30,30,-0.000887806469,2025-11-18T08:59:01.543209
1,31,31,-0.000887932896,2025-11-18T08:59:01.543209
1,32,32,-0.000887932721,2025-11-18T08:59:01.543209
1,33,33,-0.000887921254,2025-11-18T08:59:01.543209
1,34,34,-0.000887987262,2025-11-18T08:59:01.543209
1,35,35,-0.000888002919,2025-11-18T08:59:01.543209
1,36,36,-0.000888030335,2025-11-18T08:59:01.543209
1,37,37,-0.000888075388,2025-11-18T08:59:01.543209
1,38,38,-0.000887956935,2025-11-18T08:59:01.543209
1,39,39,-0.000887905305,2025-11-18T08:59:01.543209
1,40,40,-0.000888024223,2025-11-18T08:59:01.543209
1,41,41,-0.000888081325,2025-11-18T08:59:01.543209
1,42,42,-0.000887975154,2025-11-18T08:59:01.543209
1,43,43,-0.000888090231,2025-11-18T08:59:01.543209
1,44,44,-0.000888019159,2025-11-18T08:59:01.543209
1,45,45,-0.000888053851,2025-11-18T08:59:01.543209
1,46,46,-0.000887944712,2025-11-18T08:59:01.543209
1,47,47,-0.000888023525,2025-11-18T08:59:01.543209
1,48,48,-0.000887993723,2025-11-18T08:59:01.543209
1,49,49,-0.000888078415,2025-11-18T08:59:01.543209
1,50,50,-0.000888085458,2025-11-18T08:59:01.543209
1,51,51,-0.000887987844,2025-11-18T08:59:01.543209
1,52,52,-0.00088809285,2025-11-18T08:59:01.543209
1,53,53,-0.000887920323,2025-11-18T08:59:01.543209
1,54,54,-0.000888046401,2025-11-18T08:59:01.543209
1,55,55,-0.000888034701,2025-11-18T08:59:01.543209
1,56,56,-0.000888020207,2025-11-18T08:59:01.543209
1,57,57,-0.000888085167,2025-11-18T08:59:01.543209
1,58,58,-0.000888071954,2025-11-18T08:59:01.543209
1,59,59,-0.000887976842,2025-11-18T08:59:01.543209
1,60,60,-0.000887879112,2025-11-18T08:59:01.543209
1,61,61,-0.000887861358,2025-11-18T08:59:01.543209
1,62,62,-0.000887888483,2025-11-18T08:59:01.543209
1,63,63,-0.000887983245,2025-11-18T08:59:01.543209
1,64,64,-0.000888000475,2025-11-18T08:59:01.543209
1,65,65,-0.000887839007,2025-11-18T08:59:01.543209
1,66,66,-0.000887956353,2025-11-18T08:59:01.543209
1,67,67,-0.000887941045,2025-11-18T08:59:01.543209
1,68,68,-0.000887935922,2025-11-18T08:59:01.543209
1,69,69,-0.000888042268,2025-11-18T08:59:01.543209
1,70,70,-0.000887881848,2025-11-18T08:59:01.543209
1,71,71,-0.000887998146,2025-11-18T08:59:01.543209
1,72,72,-0.000887965841,2025-11-18T08:59:01.543209
1,73,73,-0.00088806462,2025-11-18T08:59:01.543209
1,74,74,-0.000888007925,2025-11-18T08:59:01.543209
1,75,75,-0.000887956179,2025-11-18T08:59:01.543209
1,76,76,-0.00088792725,2025-11-18T08:59:01.543209
1,77,77,-0.000887814909,2025-11-18T08:59:01.543209
1,78,78,-0.000887767644,2025-11-18T08:59:01.543209
1,79,79,-0.0008878613,2025-11-18T08:59:01.543209
1,80,80,-0.000887845584,2025-11-18T08:59:01.543209
1,81,81,-0.000887986621,2025-11-18T08:59:01.543209
1,82,82,-0.000887773698,2025-11-18T08:59:01.543209
1,83,83,-0.000887919683,2025-11-18T08:59:01.543209
1,84,84,-0.00088790222,2025-11-18T08:59:01.543209
1,85,85,-0.000888075388,2025-11-18T08:59:01.543209
1,86,86,-0.000887925853,2025-11-18T08:59:01.543209
1,87,87,-0.000887902046,2025-11-18T08:59:01.543209
1,88,88,-0.000887887552,2025-11-18T08:59:01.543209
1,89,89,-0.000888034584,2025-11-18T08:59:01.543209
1,90,90,-0.000887955364,2025-11-18T08:59:01.543209
1,91,91,-0.000887902511,2025-11-18T08:59:01.543209
1,92,92,-0.000887885689,2025-11-18T08:59:01.543209
1,93,93,-0.000887993955,2025-11-18T08:59:01.543209
1,94,94,-0.000888030568,2025-11-18T08:59:01.543209
1,95,95,-0.000887905131,2025-11-18T08:59:01.543209
1,96,96,-0.000887870846,2025-11-18T08:59:01.543209
1,97,97,-0.000887924281,2025-11-18T08:59:01.543209
1,98,98,-0.00088791846,2025-11-18T08:59:01.543209
1,99,99,-0.000888084061,2025-11-18T08:59:01.543209
1,100,100,-0.000887995644,2025-11-18T08:59:01.543209
1,101,101,-0.000888037087,2025-11-18T08:59:01.543209
1,102,102,-0.000887944654,2025-11-18T08:59:01.543209
1,103,103,-0.00088799902,2025-11-18T08:59:01.543209
1,104,104,-0.000887984351,2025-11-18T08:59:01.543209
1,105,105,-0.000888102455,2025-11-18T08:59:01.543209
1,106,106,-0.00088817341,2025-11-18T08:59:01.543209
1,107,107,-0.000888028007,2025-11-18T08:59:01.543209
1,108,108,-0.000888087612,2025-11-18T08:59:01.543209
1,109,109,-0.000888008566,2025-11-18T08:59:01.543209
1,110,110,-0.000887906237,2025-11-18T08:59:01.543209
1,111,111,-0.000888044247,2025-11-18T08:59:01.543209
1,112,112,-0.000887906702,2025-11-18T08:59:01.543209
1,113,113,-0.000888182839,2025-11-18T08:59:01.543209
1,114,114,-0.000888134294,2025-11-18T08:59:01.543209
1,115,115,-0.00088807271,2025-11-18T08:59:01.543209
1,116,116,-0.000888260081,2025-11-18T08:59:01.543209
1,117,117,-0.000887971022,2025-11-18T08:59:01.543209
1,118,118,-0.00088799902,2025-11-18T08:59:01.543209
1,119,119,-0.000887948845,2025-11-18T08:59:01.543209
1,120,120,-0.000887922593,2025-11-18T08:59:01.543209
1,121,121,-0.000887960777,2025-11-18T08:59:01.543209
1,122,122,-0.000887889415,2025-11-18T08:59:01.543209
1,123,123,-0.000887997681,2025-11-18T08:59:01.543209
1,124,124,-0.000887991278,2025-11-18T08:59:01.543209
1,125,125,-0.000887944246,2025-11-18T08:59:01.543209
1,126,126,-0.000888047274,2025-11-18T08:59:01.543209
1,127,127,-0.000887842848,2025-11-18T08:59:01.543209
1,128,128,-0.000887798669,2025-11-18T08:59:01.543209
1,129,129,-0.000887871603,2025-11-18T08:59:01.543209
1,130,130,-0.000888001988,2025-11-18T08:59:01.543209
1,131,131,-0.00088802597,2025-11-18T08:59:01.543209
1,132,132,-0.000888101232,2025-11-18T08:59:01.543209
1,133,133,-0.000887959729,2025-11-18T08:59:01.543209
1,134,134,-0.000888019858,2025-11-18T08:59:01.543209
1,135,135,-0.000888021138,2025-11-18T08:59:01.543209
1,136,136,-0.000887980684,2025-11-18T08:59:01.543209
1,137,137,-0.000888003036,2025-11-18T08:59:01.543209
1,138,138,-0.000888135866,2025-11-18T08:59:01.543209
1,139,139,-0.000887983129,2025-11-18T08:59:01.543209
1,140,140,-0.000887949601,2025-11-18T08:59:01.543209
1,141,141,-0.000887999369,2025-11-18T08:59:01.543209
1,142,142,-0.00088792463,2025-11-18T08:59:01.543209
1,143,143,-0.000887950649,2025-11-18T08:59:01.543209
1,144,144,-0.000888063572,2025-11-18T08:59:01.543209
1,145,145,-0.000888030277,2025-11-18T08:59:01.543209
1,146,146,-0.000887939881,2025-11-18T08:59:01.543209
1,147,147,-0.000887990754,2025-11-18T08:59:01.543209
1,148,148,-0.000888000475,2025-11-18T08:59:01.543209
1,149,149,-0.000887997215,2025-11-18T08:59:01.543209
1,150,150,-0.000888131442,2025-11-18T08:59:01.543209
1,151,151,-0.000887976668,2025-11-18T08:59:01.543209
1,152,152,-0.000888117181,2025-11-18T08:59:01.543209
1,153,153,-0.000887890404,2025-11-18T08:59:01.543209
1,154,154,-0.0008879925,2025-11-18T08:59:01.543209
1,155,155,-0.000888050242,2025-11-18T08:59:01.543209
1,156,156,-0.00088811072,2025-11-18T08:59:01.543209
1,157,157,-0.000888104259,2025-11-18T08:59:01.543209
1,158,158,-0.000888047914,2025-11-18T08:59:01.543209
1,159,159,-0.000887963105,2025-11-18T08:59:01.543209
1,160,160,-0.000888062349,2025-11-18T08:59:01.543209
1,161,161,-0.000888000242,2025-11-18T08:59:01.543209
1,162,162,-0.000887919974,2025-11-18T08:59:01.543209
1,163,163,-0.000888025213,2025-11-18T08:59:01.543209
1,164,164,-0.000887981441,2025-11-18T08:59:01.543209
1,165,165,-0.000887989299,2025-11-18T08:59:01.543209
1,166,166,-0.000888038426,2025-11-18T08:59:01.543209
1,167,167,-0.000887899484,2025-11-18T08:59:01.543209
1,168,168,-0.000887971953,2025-11-18T08:59:01.543209
1,169,169,-0.000887929811,2025-11-18T08:59:01.543209
1,170,170,-0.0008879425,2025-11-18T08:59:01.543209
1,171,171,-0.000888055539,2025-11-18T08:59:01.543209
1,172,172,-0.000887854141,2025-11-18T08:59:01.543209
1,173,173,-0.000888028473,2025-11-18T08:59:01.543209
1,174,174,-0.000887910369,2025-11-18T08:59:01.543209
1,175,175,-0.000887833943,2025-11-18T08:59:01.543209
1,176,176,-0.000887793663,2025-11-18T08:59:01.543209
1,177,177,-0.000887974048,2025-11-18T08:59:01.543209
1,178,178,-0.000888114445,2025-11-18T08:59:01.543209
1,179,179,-0.000887871137,2025-11-18T08:59:01.543209
1,180,180,-0.00088802597,2025-11-18T08:59:01.543209
1,181,181,-0.000887991569,2025-11-18T08:59:01.543209
1,182,182,-0.000888039183,2025-11-18T08:59:01.543209
1,183,183,-0.000888042384,2025-11-18T08:59:01.543209
1,184,184,-0.00088788697,2025-11-18T08:59:01.543209
1,185,185,-0.000887866714,2025-11-18T08:59:01.543209
1,186,186,-0.000887951406,2025-11-18T08:59:01.543209
1,187,187,-0.000887875619,2025-11-18T08:59:01.543209
1,188,188,-0.000887906237,2025-11-18T08:59:01.543209
1,189,189,-0.000888007052,2025-11-18T08:59:01.543209
1,190,190,-0.000887882313,2025-11-18T08:59:01.543209
1,191,191,-0.000888022535,2025-11-18T08:59:01.543209
1,192,192,-0.000887936854,2025-11-18T08:59:01.543209
1,193,193,-0.000887903326,2025-11-18T08:59:01.543209
1,194,194,-0.000888005481,2025-11-18T08:59:01.543209
1,195,195,-0.000887977133,2025-11-18T08:59:01.543209
1,196,196,-0.000887999951,2025-11-18T08:59:01.543209
1,197,197,-0.000887977657,2025-11-18T08:59:01.543209
1,198,198,-0.000888052512,2025-11-18T08:59:01.543209
1,199,199,-0.000888147682,2025-11-18T08:59:01.543209
1,200,200,-0.000888050242,2025-11-18T08:59:01.543209
1,201,201,-0.000888014328,2025-11-18T08:59:01.543209
1,202,202,-0.000887963804,2025-11-18T08:59:01.543209
1,203,203,-0.000887937436,2025-11-18T08:59:01.543209
1,204,204,-0.000887914618,2025-11-18T08:59:01.543209
1,205,205,-0.000887957983,2025-11-18T08:59:01.543209
1,206,206,-0.000887942675,2025-11-18T08:59:01.543209
1,207,207,-0.000887885864,2025-11-18T08:59:01.543209
1,208,208,-0.000888027134,2025-11-18T08:59:01.543209
1,209,209,-0.000888007809,2025-11-18T08:59:01.543209
1,210,210,-0.000887919275,2025-11-18T08:59:01.543209
1,211,211,-0.000887993257,2025-11-18T08:59:01.543209
1,212,212,-0.000887848145,2025-11-18T08:59:01.543209
1,213,213,-0.000887929694,2025-11-18T08:59:01.543209
1,214,214,-0.000887890404,2025-11-18T08:59:01.543209
1,215,215,-0.000888038775,2025-11-18T08:59:01.543209
1,216,216,-0.000887888891,2025-11-18T08:59:01.543209
1,217,217,-0.000887842033,2025-11-18T08:59:01.543209
1,218,218,-0.000887866597,2025-11-18T08:59:01.543209
1,219,219,-0.000887904432,2025-11-18T08:59:01.543209
1,220,220,-0.000887909729,2025-11-18T08:59:01.543209
1,221,221,-0.000887956935,2025-11-18T08:59:01.543209
1,222,222,-0.000887913105,2025-11-18T08:59:01.543209
1,223,223,-0.000888016249,2025-11-18T08:59:01.543209
1,224,224,-0.000888077775,2025-11-18T08:59:01.543209
1,225,225,-0.00088799512,2025-11-18T08:59:01.543209
1,226,226,-0.000888091919,2025-11-18T08:59:01.543209
1,227,227,-0.00088800874,2025-11-18T08:59:01.543209
1,228,228,-0.000888060894,2025-11-18T08:59:01.543209
1,229,229,-0.000887932081,2025-11-18T08:59:01.543209
