Timestamp,Sample,Ciclo,Fase,Bridge VAB (V),KEITHLEY Voltaje (V),Bridge VA (V),Bridge VB (V),Bridge Current (A),TIVA Temp (C),Alicat Presion (kPA),Alicat Setpoint (kPA),Setpoint Enviado (kPA)
0.000363,1,1,subida,-0.005553,-0.005576,1.861634,1.864564,0.000621,10.122065,-0.001,0.0,0.0
0.064789,2,1,subida,-0.005557,-0.005578,1.854619,1.864665,0.000618,10.122309,0.0,-0.001,0.0
0.127766,3,1,subida,-0.005590,-0.005572,1.854619,1.860296,0.000616,10.121820,0.0,0.0,0.0
0.159590,4,1,subida,-0.005548,-0.005569,1.852592,1.858135,0.000616,10.121820,0.0,-0.001,0.0
0.212013,5,1,subida,-0.005584,-0.005565,1.853245,1.858135,0.000616,10.118433,0.0,-0.0,0.0
0.254693,6,1,subida,-0.005544,-0.005564,1.853245,1.858794,0.000617,10.123041,0.0,-0.0,0.0
0.286359,7,1,subida,-0.005581,-0.005564,1.853749,1.859682,0.000617,10.123041,0.0,0.0,0.0
0.339263,8,1,subida,-0.005547,-0.005569,1.857730,1.859682,0.000620,10.121515,0.0,-0.001,0.0
0.371170,9,1,subida,-0.005590,-0.005575,1.857730,1.864376,0.000620,10.127253,0.0,0.0,0.0
0.413096,10,1,subida,-0.005563,-0.005580,1.856949,1.863321,0.000620,10.127253,0.0,-0.0,0.0
0.455634,11,1,subida,-0.005595,-0.005579,1.857048,1.863321,0.000619,10.112970,0.0,-0.001,0.0
0.496914,12,1,subida,-0.005562,-0.005576,1.857048,1.860606,0.000619,10.116510,0.0,-0.0,0.0
0.539423,13,1,subida,-0.005590,-0.005575,1.856902,1.861366,0.000618,10.116510,0.0,-0.001,0.0
0.591195,14,1,subida,-0.005561,-0.005573,1.856630,1.861366,0.000618,10.119898,0.0,-0.0,0.0
0.622283,15,1,subida,-0.005587,-0.005573,1.856630,1.860698,0.000615,10.122065,0.0,-0.001,0.0
0.663177,16,1,subida,-0.005558,-0.005567,1.850864,1.856616,0.000615,10.122065,0.0,0.0,0.0
